Location_Renamed,Location,Type_1,Type_2,Quarter,GDP_Quarterly
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2025Q2,64886295.62
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2025Q3,66825831.16
Region VIII (Eastern Visayas),Region VIII,Industry,"03. Electricity, steam, water and waste management",2025Q4,69201982.99
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2020Q1,67660318
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2020Q2,70059122.95
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2020Q3,72387280.63
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2020Q4,74654883.48
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2021Q1,76872024
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2021Q2,79048794.64
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2021Q3,81195287.88
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2021Q4,83321596.17
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2022Q1,85437812
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2022Q2,87554027.83
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2022Q3,89680336.13
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2022Q4,91826829.36
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2023Q1,94003600
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2023Q2,96217376.36
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2023Q3,98461430.13
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2023Q4,100725668.8
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2024Q1,103000000
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2024Q2,105274331.2
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2024Q3,107538569.9
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2024Q4,109782623.6
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2025Q1,111996400
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2025Q2,114169806.5
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2025Q3,116292750.6
Region VIII (Eastern Visayas),Region VIII,Industry,04. Construction,2025Q4,118355140
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2020Q1,158500000
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2020Q2,160261718.8
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2020Q3,162843750
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2020Q4,166128906.3
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2021Q1,170000000
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2021Q2,174339843.8
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2021Q3,179031250
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2021Q4,183957031.3
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2022Q1,189000000
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2022Q2,194042968.8
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2022Q3,198968750
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2022Q4,203660156.3
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2023Q1,208000000
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2023Q2,211910156.3
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2023Q3,215468750
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2023Q4,218792968.8
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2024Q1,222000000
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2024Q2,225207031.3
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2024Q3,228531250
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2024Q4,232089843.8
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2025Q1,236000000
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2025Q2,240378906.3
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2025Q3,245343750
Region VIII (Eastern Visayas),Region VIII,Industry,Industry,2025Q4,251011718.8
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q1,45014777
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q2,47117770.83
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q3,49168875.63
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2020Q4,51175504.11
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q1,53145069
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q2,55084983.02
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q3,57002658.88
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2021Q4,58905509.3
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q1,60800947
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q2,62696384.7
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q3,64599235.13
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2022Q4,66516910.98
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q1,68456825
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q2,70423918.98
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q3,72413251.13
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2023Q4,74417408.7
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q1,76428979
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q2,78440549.3
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q3,80444706.88
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2024Q4,82434039.02
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q1,84401133
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q2,86338576.11
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q3,88238955.63
Region VIII (Eastern Visayas),Region VIII,Services,"01. Wholesale and retail trade; repair 
  of motor vehicles and motorcycles",2025Q4,90094858.83
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2020Q1,16064422.5
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2020Q2,14930399.74
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2020Q3,14702683.66
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2020Q4,15251801.87
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2021Q1,16448282
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2021Q2,18162651.66
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2021Q3,20265438.47
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2021Q4,22627170.04
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2022Q1,25118374
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2022Q2,27609577.96
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2022Q3,29971309.53
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2022Q4,32074096.34
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2023Q1,33788466
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2023Q2,35028103.59
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2023Q3,35879324.03
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2023Q4,36471599.71
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2024Q1,36934403
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2024Q2,37397206.29
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2024Q3,37989481.97
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2024Q4,38840702.41
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2025Q1,40080340
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2025Q2,41837867.12
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2025Q3,44242756.16
Region VIII (Eastern Visayas),Region VIII,Services,02. Transportation and storage,2025Q4,47424479.49
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2020Q1,1781900
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2020Q2,1883075.891
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2020Q3,2003865.125
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2020Q4,2141465.797
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2021Q1,2293076
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2021Q2,2455893.828
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2021Q3,2627117.375
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2021Q4,2803944.734
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2022Q1,2983574
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2022Q2,3163203.266
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2022Q3,3340030.625
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2022Q4,3511254.172
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2023Q1,3674072
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2023Q2,3826616.172
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2023Q3,3970754.625
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2023Q4,4109289.266
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2024Q1,4245022
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2024Q2,4380754.734
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2024Q3,4519289.375
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2024Q4,4663427.828
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2025Q1,4815972
Region VIII (Eastern Visayas),Region VIII,Services,03. Accommodation and food service activities,2025Q2,4979723.797
